project,arc,arc_type,sequence,top_folder,path,name,size_bytes,modified_utc,mapped_by,needs_review
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/04-Chapter_5.md,04-Chapter_5.md,105,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/05-Chapter_6.md,05-Chapter_6.md,105,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/06-Chapter_7.md,06-Chapter_7.md,105,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/07-Chapter_8.md,07-Chapter_8.md,105,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/08-Chapter_9.md,08-Chapter_9.md,105,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/09-Chapter_10.md,09-Chapter_10.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/10-Chapter_11.md,10-Chapter_11.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/11-Chapter_12.md,11-Chapter_12.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/12-Chapter_13.md,12-Chapter_13.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/13-Chapter_14.md,13-Chapter_14.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/14-Chapter_15.md,14-Chapter_15.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/15-Chapter_16.md,15-Chapter_16.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/16-Chapter_17.md,16-Chapter_17.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/17-Chapter_18.md,17-Chapter_18.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/18-Chapter_19.md,18-Chapter_19.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/outline/19-Chapter_20.md,19-Chapter_20.md,107,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/plots.xml,plots.xml,47,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/settings.txt,settings.txt,2399,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/status.txt,status.txt,36,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/summary.txt,summary.txt,107,2025-05-27T14:12:44+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/First_Light/world.opml,world.opml,78,2025-05-27T14:10:48+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/OmniversalAether_com_Starter.zip,OmniversalAether_com_Starter.zip,814,2025-11-14T21:37:29.504090+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/.ipynb_checkpoints/2q-dev-chat-2025-11-11-checkpoint.md,2q-dev-chat-2025-11-11-checkpoint.md,40114,2025-11-14T21:37:29.504932+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/.ipynb_checkpoints/Backup_and_Storage-checkpoint.ipynb,Backup_and_Storage-checkpoint.ipynb,73,2025-11-14T21:37:29.505201+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/2q-dev-chat-2025-11-11.md,2q-dev-chat-2025-11-11.md,40114,2025-11-14T21:37:29.504932+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/Backup_and_Storage.ipynb,Backup_and_Storage.ipynb,73,2025-11-14T21:37:29.505201+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/Domain_Drupal.ipynb,Domain_Drupal.ipynb,62,2025-11-14T21:37:29.505201+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/Domain_Laravel.ipynb,Domain_Laravel.ipynb,64,2025-11-14T21:37:29.505201+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/Domain_WordPress.ipynb,Domain_WordPress.ipynb,68,2025-11-14T21:37:29.505201+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/Master_Server_Config.ipynb,Master_Server_Config.ipynb,72,2025-11-14T21:37:29.506692+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/file_00000000a234623093f4a77b55d41a9f-362dd41d-e843-41ba-8c13-c217abdff5ae.png,file_00000000a234623093f4a77b55d41a9f-362dd41d-e843-41ba-8c13-c217abdff5ae.png,2804972,2025-11-14T21:37:29.529691+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/q-dev-chat-2025-11-11.md,q-dev-chat-2025-11-11.md,8093,2025-11-14T21:37:29.529691+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/Omniversal_Aether_Notebooks/q-dev-chat-2025-11-12.md,q-dev-chat-2025-11-12.md,17236,2025-11-14T21:37:29.530691+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Joplin_Novel_Dashboard_Template2/archivist-wpcom-1.0.0.zip,archivist-wpcom-1.0.0.zip,2436347,2025-11-14T21:37:29.534691+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/Omniversal_Archive_FULL.zip,Omniversal_Archive_FULL.zip,2778,2025-11-21T22:28:31.845010+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,Book 2 - TBD,book,3,Omniversal_Archive_FULL,Omniversal_Archive_FULL/TheGame.md,TheGame.md,54609,2025-11-21T22:28:31.908101+00:00,default,yes
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/Black Swan Project Checklist f11ed681497f480183a7391b165a5217-checkpoint.csv,Black Swan Project Checklist f11ed681497f480183a7391b165a5217-checkpoint.csv,2346,2025-11-08T07:35:22+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/Black Swan Project Checklist f11ed681497f480183a7391b165a5217_all-checkpoint.csv,Black Swan Project Checklist f11ed681497f480183a7391b165a5217_all-checkpoint.csv,2346,2025-11-08T07:35:22+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/DIANASWAN-checkpoint.ipynb,DIANASWAN-checkpoint.ipynb,16702,2025-11-21T21:44:08.188769+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/Expansion Notes and Systems — Black Swan Accords 8fd50265966d49dab256654b3d86099f-checkpoint.md,Expansion Notes and Systems — Black Swan Accords 8fd50265966d49dab256654b3d86099f-checkpoint.md,3182,2025-11-08T07:35:22+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/Gemini_SWAN-accords_-_Google_Docs-checkpoint.pdf,Gemini_SWAN-accords_-_Google_Docs-checkpoint.pdf,28290,2025-11-08T07:35:22+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/Makefile-checkpoint,Makefile-checkpoint,638,2025-05-28T12:50:32+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/OmniversalSkits-checkpoint.ipynb,OmniversalSkits-checkpoint.ipynb,7336,2025-11-21T21:49:23.674470+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/OutliningTheArc-checkpoint.ipynb,OutliningTheArc-checkpoint.ipynb,359643,2025-11-21T21:49:18.335509+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/ReturnOfTheBirdTribes-checkpoint.ipynb,ReturnOfTheBirdTribes-checkpoint.ipynb,72,2025-11-21T21:40:18.804433+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/TheGame-checkpoint.ipynb,TheGame-checkpoint.ipynb,59000,2025-11-21T21:00:05.302876+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/file_00000000a234623093f4a77b55d41a9f-362dd41d-e843-41ba-8c13-c217abdff5ae-checkpoint.png,file_00000000a234623093f4a77b55d41a9f-362dd41d-e843-41ba-8c13-c217abdff5ae-checkpoint.png,2804972,2025-11-21T21:32:40.078750+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/.ipynb_checkpoints/make-checkpoint.bat,make-checkpoint.bat,804,2025-05-28T12:50:32+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/2q-dev-chat-2025-11-11.md,2q-dev-chat-2025-11-11.md,40301,2025-11-21T21:33:23.285430+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Black Swan Project Checklist f11ed681497f480183a7391b165a5217.csv,Black Swan Project Checklist f11ed681497f480183a7391b165a5217.csv,2346,2025-11-21T23:22:48.632001+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Black Swan Project Checklist f11ed681497f480183a7391b165a5217_all.csv,Black Swan Project Checklist f11ed681497f480183a7391b165a5217_all.csv,2346,2025-11-21T21:28:45.394489+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/DIANASWAN.ipynb,DIANASWAN.ipynb,16702,2025-11-21T21:44:08.188769+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Expansion Notes and Systems — Black Swan Accords 8fd50265966d49dab256654b3d86099f.md,Expansion Notes and Systems — Black Swan Accords 8fd50265966d49dab256654b3d86099f.md,3182,2025-11-22T07:23:12.595618+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Expansion Notes and Systems — Black Swan Accords 8fd50265966d49dab256654b3d86099f.pdf,Expansion Notes and Systems — Black Swan Accords 8fd50265966d49dab256654b3d86099f.pdf,157665,2025-11-08T09:36:13.086070+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Gemini_SWAN-accords.md,Gemini_SWAN-accords.md,21425,2025-11-21T21:33:15.331067+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Gemini_SWAN-accords.pdf,Gemini_SWAN-accords.pdf,233773,2025-11-21T21:33:16.117021+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Gemini_SWAN-accords_-_Google_Docs.pdf,Gemini_SWAN-accords_-_Google_Docs.pdf,28290,2025-11-21T21:28:45.430489+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Makefile,Makefile,638,2025-11-21T21:28:45.344489+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/OmniversalSkits.ipynb,OmniversalSkits.ipynb,7336,2025-11-21T21:49:23.674470+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/OutliningTheArc.ipynb,OutliningTheArc.ipynb,359643,2025-11-21T21:49:18.335509+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/ReturnOfTheBirdTribes.ipynb,ReturnOfTheBirdTribes.ipynb,14996,2025-11-21T21:44:04.309798+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/Salem_Shirt_Design.png,Salem_Shirt_Design.png,1696999,2025-07-25T03:37:32+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/The Black Swan Accords 28ecc8edca4d8006bd8fd1b23c3e4e4f.md,The Black Swan Accords 28ecc8edca4d8006bd8fd1b23c3e4e4f.md,7980,2025-11-08T07:35:22+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/The Black Swan Accords 28ecc8edca4d8006bd8fd1b23c3e4e4f.pdf,The Black Swan Accords 28ecc8edca4d8006bd8fd1b23c3e4e4f.pdf,134097,2025-11-08T09:36:25.473761+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/The Black Swan Accords.pdf,The Black Swan Accords.pdf,4551389,2025-11-21T21:33:23.328430+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheGame.ipynb,TheGame.ipynb,59000,2025-11-21T21:28:45.432488+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/MANUSKRIPT,MANUSKRIPT,11,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/TheArtOfSunSpeaking-main/README.md,README.md,2200,2025-07-03T21:59:14+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/TheArtOfSunSpeaking-main/docs/README.md,README.md,88,2025-07-03T21:59:14+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/TheArtOfSunSpeaking-main/generic readme filler,generic readme filler,88,2025-07-03T21:59:14+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/TheArtOfSunSpeaking-main/gists/TheSeat.md,TheSeat.md,4975,2025-07-03T21:59:14+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/TheArtOfSunSpeaking-main/logs/README.md,README.md,88,2025-07-03T21:59:14+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/TheArtOfSunSpeaking-main/notebooks/README.md,README.md,88,2025-07-03T21:59:14+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/TheArtOfSunSpeaking-main/scripts/README.md,README.md,88,2025-07-03T21:59:14+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/TheArtOfSunSpeaking-main/summaries/README.md,README.md,88,2025-07-03T21:59:14+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/.ipynb_checkpoints/DaughterOfTheDawn-checkpoint.ipynb,DaughterOfTheDawn-checkpoint.ipynb,72,2025-11-22T00:05:53.154145+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/.ipynb_checkpoints/DaughterOfTheMoon-checkpoint.ipynb,DaughterOfTheMoon-checkpoint.ipynb,927,2025-11-22T00:11:06.726121+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/.ipynb_checkpoints/Diana_Swan-checkpoint.txt,Diana_Swan-checkpoint.txt,281,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/Brian_McCord.txt,Brian_McCord.txt,310,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/DaughterOfTheDawn.ipynb,DaughterOfTheDawn.ipynb,33794,2025-11-22T00:08:49.184021+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/DaughterOfTheMoon.ipynb,DaughterOfTheMoon.ipynb,927,2025-11-22T00:11:06.726121+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/Diana_Swan.txt,Diana_Swan.txt,281,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/Gareth.txt,Gareth.txt,325,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/Kalina.txt,Kalina.txt,300,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/Nastaku.txt,Nastaku.txt,253,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/Preori.txt,Preori.txt,242,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/characters/Selene.txt,Selene.txt,374,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/infos.txt,infos.txt,245,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/labels.txt,labels.txt,44,2025-11-12T14:04:52+00:00,keyword:valor,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/outline/01-The_Sword_at_First_Light/0-Scene_1.md,0-Scene_1.md,621,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/outline/01-The_Sword_at_First_Light/1-Scene_2.md,1-Scene_2.md,542,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/outline/01-The_Sword_at_First_Light/2-Scene_3.md,2-Scene_3.md,624,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/outline/01-The_Sword_at_First_Light/3-Scene_4.md,3-Scene_4.md,560,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/outline/01-The_Sword_at_First_Light/4-Scene_5.md,4-Scene_5.md,487,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,The Unveiling Series,series,4,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/outline/01-The_Sword_at_First_Light/folder.txt,folder.txt,306,2025-11-12T14:04:52+00:00,keyword:first_light,no
The Black Swan Accords – Daughter of the Dawn,VALOR Series,series,2,Omniversal_Archive_FULL,Omniversal_Archive_FULL/VALOR/TheLastSunSpeaker/DaughterOfBloodAndShadow/plots.xml,plots.xml,516,2025-11-12T14:04:52+00:00,keyword:valor,no
