Date Inserted	Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld (USD)	Earnings (USD)	Recoup (USD)
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Mind Kontrol	QZFZ62185044	198086399146	1	100	Song	FR	0	0.01405587	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Mind Kontrol	QZFZ62185044	198086399146	1	100	Song	SE	0	0.00419901	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Mind Kontrol	QZFZ62185044	198086399146	11	100	Song	US	0	0.01675508	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Krystal Klear	QZDA62424857	198081496550	1	100	Song	GB	0	0.00241144	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	The Devil Is In The Details	QZWFN2366283	198081496550	1	100	Song	AU	0	0.00028147	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Spiteful Poetry	QZDA62424851	198081496550	1	100	Song	AU	0	0.00215727	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Spiteful Poetry	QZDA62424851	198081496550	1	100	Song	US	0	0.00272967	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Relentless	QZDA62424849	198081496550	1	100	Song	AU	0	0.01005536	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Domestic Terrorist	QZDA62424848	198081496550	1	100	Song	AU	0	0.00039963	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Down The Rabbit Hole	QZDA62424847	198081496550	1	100	Song	AU	0	0.00037547	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Psychological Warfare	QZDA62424846	198081496550	1	100	Song	AU	0	0.00800312	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Psychological Warfare	QZDA62424846	198081496550	1	100	Song	US	0	0.00156964	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	I'm Him	QZDA62408797	198080598484	1	50	Song	GB	0	0.00697805	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	The MotherFucking Problem	QZDA62408796	198080598484	1	50	Song	GB	0	0.00249704	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	Malicious	QZDA62408794	198080598484	1	50	Song	GB	0	0.00105448	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	The Devil Is In The Details	QZWFN2366283	019805159929	2	100	Song	CA	0	0.00421844	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	The Devil Is In The Details	QZWFN2366283	019805159929	1	100	Song	GB	0	0.00124405	0.00000000
2025-03-28	2025-03-28	2025-02	YouTube (Ads)	Hawk Eye The Rapper	The Devil Is In The Details	QZWFN2366283	019805159929	1	100	Song	US	0	0.00586843	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Politicians (feat. Symba)	QZZ762479215	198878019573	9	100	Song	US	0	0.04264175	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Abreactions	OZFZ22212080	198078444786	1	100	Song	US	0	0.00422998	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	The Story Celebrated Throughout Time	OZHN92001340	198082358857	15	100	Song	US	0	0.07726356	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	US	0	0.00473797	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Reverse This Curse	OZHN92001338	198082358857	1	100	Song	US	0	0.00473797	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Semi-Automatic	OZHN92001337	198082358857	1	100	Song	US	0	0.00473797	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Menace To Society	OZHN92001336	198082358857	1	100	Song	US	0	0.00473797	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Scripture	OZHN92001335	198082358857	1	100	Song	US	0	0.00473797	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Superstitions	OZHN92001334	198082358857	3	100	Song	US	0	0.01370592	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Whistle Blower	OZHN92001333	198082358857	1	100	Song	US	0	0.00473797	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Kamikaze	OZHN92001332	198082358857	1	100	Song	US	0	0.00473797	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Behold A Pale Horse	OZHN92001331	198082358857	23	100	Song	US	0	0.18524693	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Warning Shots	OZHN92001330	198082358857	2	100	Song	US	0	0.00896795	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Hocus Pocus	QZFZ42008684	198081390872	3	100	Song	US	0	0.01863889	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Swordfish	QZFZ42008673	198081390872	1	100	Song	US	0	0.00473797	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Down The Rabbit Hole	QZDA62424847	198081496550	1	100	Song	BE	0	0.00555693	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Down The Rabbit Hole	QZDA62424847	198081496550	1	100	Song	TW	0	0.00200706	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	Psychological Warfare	QZDA62424846	198081496550	3	100	Song	US	0	0.01384392	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	I'm Him	QZDA62408797	198080598484	1	50	Song	IL	0	0.00171182	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	I'm Him	QZDA62408797	198080598484	1	50	Song	IN	0	0.00088388	0.00000000
2025-03-26	2025-03-26	2025-02	Apple Music	Hawk Eye The Rapper	The MotherFucking Problem	QZDA62408796	198080598484	1	50	Song	US	0	0.00218399	0.00000000
2025-03-25	2025-03-25	2025-02	Apple Music	Hawk Eye The Rapper	The Shadow Is Rising	QZDA62424853	198081496550	1	100	Song	JP	0	0.00342983	0.00000000
2025-03-21	2025-03-21	2025-02	Tidal	Hawk Eye The Rapper	The MotherFucking Problem	QZDA62408796	198080598484	1	50	Song	US	0	0.01087843	0.00000000
2025-03-21	2025-03-21	2024-11	NetEase	Hawk Eye The Rapper	Politicians (feat. Symba)	QZZ762479215	198878019573	6	100	Song	US	0	0.00260817	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	Politicians (feat. Symba)	QZZ762479215	198878019573	1	100	Song	CA	0	0.00104114	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	21	100	Song	AZ	0	0.01749107	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	BY	0	0.00166582	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	GE	0	0.00166582	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	9	100	Song	KG	0	0.00749617	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	KR	0	0.00083291	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	12	100	Song	KZ	0	0.00999490	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	LV	0	0.00083291	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	7	100	Song	TJ	0	0.00583036	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	5	100	Song	TM	0	0.00416454	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	8	100	Song	TR	0	0.00666326	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	UA	0	0.00166582	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	3	100	Song	US	0	0.00249872	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	45	100	Song	UZ	0	0.03748086	0.00000000
2025-03-20	2025-03-20	2025-01	TikTok	Hawk Eye The Rapper	Fuck Society	QZFZ42008679	198081390872	1	100	Song	CA	0	0.00083291	0.00000000
2025-03-20	2025-03-20	2025-01	Amazon Unlimited (Streaming)	Hawk Eye The Rapper	Reincarnated 2 Resist	OZFZ22212091	198078444786	1	100	Song	BR	0	0.00458247	0.00000000
2025-03-19	2025-03-19	2025-01	Amazon Prime (Streaming)	Hawk Eye The Rapper	Reincarnated 2 Resist	OZFZ22212091	198078444786	1	100	Song	BR	0	0.00078038	0.00000000
2025-03-13	2025-03-13	2024-12	iHeart Radio	Hawk Eye The Rapper	Warning Shots	OZHN92001330	198082358857	1	100	Song	US	0	0.00798590	0.00000000
2025-03-13	2025-03-13	2024-10	Audiomack	Hawk Eye The Rapper	The Story Celebrated Throughout Time	OZHN92001340	198082358857	1	100	Song	US	0	0.00013145	0.00000000
2025-03-13	2025-03-13	2024-10	Audiomack	Hawk Eye The Rapper	The Story Of Our Former Glory	QZFZ42008687	198081390872	1	100	Song	US	0	0.00013145	0.00000000
2025-03-13	2025-03-13	2024-10	Audiomack	Hawk Eye The Rapper	Gang Shit	QZDA62408795	198080598484	1	50	Song	US	0	0.00122407	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Psyops	QZHN52064806	198078224548	2	100	Song	US	0	0.00006094	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The Story Of Our Former Glory	QZFZ42008687	198081390872	1	100	Song	US	0	0.00001552	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Last One Left	QZFZ42008676	198081390872	2	100	Song	US	0	0.00003865	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Shakur	QZFZ42008675	198081390872	2	100	Song	US	0	0.00004599	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Mic Check	QZFZ42008674	198081390872	1	100	Song	US	0	0.00001552	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Swordfish	QZFZ42008673	198081390872	3	100	Song	US	0	0.00007646	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Mind Kontrol	QZFZ62185044	198086399146	2	100	Song	US	0	0.00003865	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Incantations	QZFZ42192650	198080486965	2	100	Song	US	0	0.00004599	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Will You Listen?	QZFZ62027665	198086399429	4	100	Song	US	0	0.00010693	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Krystal Klear	QZDA62424857	198081496550	5	100	Song	US	0	0.00010016	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Invokation	QZDA62424856	198081496550	1	100	Song	SE	0	0.00041500	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Invokation	QZDA62424856	198081496550	5	100	Song	US	0	0.00011537	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Synthesis	QZDA62424855	198081496550	1	100	Song	PH	0	0.00041500	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Synthesis	QZDA62424855	198081496550	2	100	Song	US	0	0.00036936	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	When Shit Gets Real	QZDA62424854	198081496550	5	100	Song	US	0	0.00011537	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The Shadow Is Rising	QZDA62424853	198081496550	4	100	Song	US	0	0.00010693	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The Devil Is In The Details	QZWFN2366283	198081496550	1	100	Song	NG	0	0.00035384	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The Devil Is In The Details	QZWFN2366283	198081496550	4	100	Song	US	0	0.00009198	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Spiteful Poetry	QZDA62424851	198081496550	1	100	Song	US	0	0.00001552	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Never Heard Of Me?	QZDA62424850	198081496550	5	100	Song	US	0	0.00010803	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Relentless	QZDA62424849	198081496550	7	100	Song	US	0	0.00134459	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Domestic Terrorist	QZDA62424848	198081496550	2	100	Song	US	0	0.00004599	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Down The Rabbit Hole	QZDA62424847	198081496550	2	100	Song	US	0	0.00003865	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Psychological Warfare	QZDA62424846	198081496550	5	100	Song	US	0	0.00010042	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	I'm Him	QZDA62408797	198080598484	1	50	Song	US	0	0.00000776	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The MotherFucking Problem	QZDA62408796	198080598484	1	50	Song	AU	0	0.00017692	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The MotherFucking Problem	QZDA62408796	198080598484	1	50	Song	CA	0	0.00020750	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The MotherFucking Problem	QZDA62408796	198080598484	1	50	Song	GB	0	0.00017692	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The MotherFucking Problem	QZDA62408796	198080598484	3	50	Song	US	0	0.00039218	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Gang Shit	QZDA62408795	198080598484	3	50	Song	US	0	0.00003076	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Malicious	QZDA62408794	198080598484	4	50	Song	US	0	0.00004245	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Implants	QZFZ22212083	197044434691	2	100	Song	US	0	0.00003104	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Reverse This Curse	QZHN92001338	197044444430	2	100	Song	US	0	0.00003865	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Superstitions	QZHN92001334	197044444430	2	100	Song	US	0	0.00003865	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Whistle Blower	QZHN92001333	197044444430	4	100	Song	US	0	0.00008464	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Kamikaze	QZHN92001332	197044444430	5	100	Song	US	0	0.00012245	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Behold A Pale Horse	QZHN92001331	197044444430	2	100	Song	US	0	0.00004599	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Warning Shots	QZHN92001330	197044444430	1	100	Song	US	0	0.00001552	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Reincarnated 2 Resist	QZFZ22212091	196697765183	2	100	Song	US	0	0.00004625	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	When My Elites Surround	QZFZ22212090	196697765183	3	100	Song	US	0	0.00006912	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Legion	QZFZ22212089	196697765183	4	100	Song	US	0	0.00010693	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Artificial Intelligence	QZFZ22212088	196697765183	1	100	Song	US	0	0.00001552	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Avalanche	QZFZ22212087	196697765183	4	100	Song	US	0	0.00007703	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	The Antidote	QZFZ22212086	196697765183	3	100	Song	US	0	0.00006912	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	FEMA	QZFZ22212085	196697765183	7	100	Song	US	0	0.00019099	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Illuminati	QZFZ22212084	196697765183	1	100	Song	US	0	0.00001552	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Delta Squad	QZFZ22212082	196697765183	3	100	Song	US	0	0.00005417	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Eyes Wide Open	QZFZ22212081	196697765183	2	100	Song	US	0	0.00004599	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Abreactions	QZFZ22212080	196697765183	3	100	Song	US	0	0.00006151	0.00000000
2025-03-13	2025-03-13	2024-10	LyricFind	Hawk Eye The Rapper	Soft Disclosure	QZFZ22212079	196697765183	7	100	Song	US	0	0.00017631	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Politicians (feat. Symba)	QZZ762479215	198878019573	1	100	Song	US	0	0.00474309	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Psyops	QZHN52064806	198078224548	6	100	Song	US	0	0.03964173	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	FEMA	OZFZ22212085	198078444786	5	100	Song	US	0	0.02685349	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	The Story Celebrated Throughout Time	OZHN92001340	198082358857	14	100	Song	US	0	0.07822244	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	3	100	Song	US	0	0.01822833	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Reverse This Curse	OZHN92001338	198082358857	1	100	Song	US	0	0.00474309	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Semi-Automatic	OZHN92001337	198082358857	1	100	Song	US	0	0.00474309	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Menace To Society	OZHN92001336	198082358857	1	100	Song	US	0	0.00474309	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Scripture	OZHN92001335	198082358857	2	100	Song	US	0	0.00948617	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Superstitions	OZHN92001334	198082358857	2	100	Song	US	0	0.00948617	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Whistle Blower	OZHN92001333	198082358857	1	100	Song	US	0	0.00474309	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Kamikaze	OZHN92001332	198082358857	2	100	Song	US	0	0.00948617	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Behold A Pale Horse	OZHN92001331	198082358857	5	100	Song	US	0	0.02370544	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Warning Shots	OZHN92001330	198082358857	3	100	Song	US	0	0.01822833	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Hocus Pocus	QZFZ42008684	198081390872	4	100	Song	US	0	0.02730650	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Swordfish	QZFZ42008673	198081390872	2	100	Song	US	0	0.01748432	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	The Shadow Is Rising	QZDA62424853	198081496550	1	100	Song	US	0	0.00427308	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	The Devil Is In The Details	QZWFN2366283	198081496550	2	100	Song	US	0	0.01348525	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	The Devil Is In The Details	QZWFN2366283	198081496550	1	100	Song	US	0	0.00874216	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Spiteful Poetry	QZDA62424851	198081496550	1	100	Song	US	0	0.00474309	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Never Heard Of Me?	QZDA62424850	198081496550	1	100	Song	US	0	0.00474309	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Relentless	QZDA62424849	198081496550	3	100	Song	US	0	0.01813933	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Domestic Terrorist	QZDA62424848	198081496550	2	100	Song	US	0	0.00948617	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Down The Rabbit Hole	QZDA62424847	198081496550	1	100	Song	US	0	0.00474309	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	Psychological Warfare	QZDA62424846	198081496550	3	100	Song	US	0	0.01822833	0.00000000
2025-03-05	2025-03-05	2025-01	Apple Music	Hawk Eye The Rapper	The MotherFucking Problem	QZDA62408796	198080598484	2	50	Song	US	0	0.00465409	0.00000000
2025-02-27	2025-02-27	2025-01	YouTube (Ads)	Hawk Eye The Rapper	Politicians (feat. Symba)	QZZ762479215	198878019573	1	100	Song	PH	0	0.00092808	0.00000000
2025-02-27	2025-02-27	2025-01	YouTube (Ads)	Hawk Eye The Rapper	Politicians (feat. Symba)	QZZ762479215	198878019573	2	100	Song	US	0	0.01136872	0.00000000
2025-02-27	2025-02-27	2025-01	YouTube (Ads)	Hawk Eye The Rapper	Synthesis	QZDA62424855	198081496550	1	100	Song	US	0	0.00313319	0.00000000
2025-02-26	2025-02-26	2025-01	YouTube (Red)	Hawk Eye The Rapper	Mind Kontrol	QZFZ62185044	198086399146	1	100	Song	US	0	0.00612123	0.00000000
2025-02-26	2025-02-26	2025-01	YouTube (Red)	Hawk Eye The Rapper	Synthesis	QZDA62424855	198081496550	2	100	Song	PL	0	0.00581732	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	AM	0	0.00085248	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	AU	0	0.00170495	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	22	100	Song	AZ	0	0.01875448	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	BR	0	0.00085248	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	BY	0	0.00170495	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	FR	0	0.00085248	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	GB	0	0.00170495	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	GE	0	0.00170495	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	HR	0	0.00085248	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	4	100	Song	IL	0	0.00340991	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	JP	0	0.00170495	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	28	100	Song	KG	0	0.02386934	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	3	100	Song	KR	0	0.00255743	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	66	100	Song	KZ	0	0.05647657	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	NL	0	0.00085248	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	1	100	Song	PT	0	0.00085248	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	2	100	Song	QA	0	0.00170495	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	23	100	Song	TJ	0	0.01960696	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	10	100	Song	TM	0	0.00852476	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	21	100	Song	TR	0	0.01811513	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	19	100	Song	US	0	0.01619705	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	K.T.	OZHN92001339	198082358857	218	100	Song	UZ	0	0.18605299	0.00000000
2025-02-23	2025-02-23	2024-12	TikTok	Hawk Eye The Rapper	Never Heard Of Me?	QZDA62424850	198081496550	1	100	Song	US	0	0.00106560	0.00000000
